0,1,2,3,4
김남수,,,연출팀,완벽한 타인|가족의 재구성|프리즌|나를 잊지 말아요|검은 사제들|빅매치|명량|점쟁이들|스타: 빛나는 사랑|최종병기 활|인플루언스|미안하다 독도야|은장도|불어라 봄바람|도둑맞곤 못살아
권용빈,,,VFX 아티스트,싱크홀|메이드 인 루프탑|오! 문희|인랑|물괴|탐정 홍길동: 사라진 마을|연평해전|명량|조선미녀삼총사|더 테러 라이브|7광구|강철중: 공공의 적 1-1
권영길,Yeong Gil-gwon,Yeong Gil-gwon,VFX 아티스트,"안시성|박열|우주의 크리스마스|시간이탈자|명량|집으로 가는 길|감시자들|이별계약|몽타주|스파이|누구나 제 명에 죽고 싶다|타워|용의자X|광해, 왕이 된 남자|5백만불의 사나이|차형사|라스트 갓파더|림동미"
조혜인,,,VFX 아티스트,반도|천문: 하늘에 묻는다|완벽한 타인|7년의 밤|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|아가씨|럭키|연평해전|명량
조은실,,,분장팀,얼굴없는 보스: 못다한 이야기 감독판|얼굴없는 보스|흥부: 글로 세상을 바꾼 자|부산행|아가씨|남과 여|명량|감기|그녀가 부른다|소문|너를 봤어
조원철,Cho Won-chul,Cho Won-chul,액션/스턴트팀,"레슬러|택시운전사|공조|판도라|그랜드파더|인천상륙작전|우리들의 일기|흔들리는 물결|협녀, 칼의 기억|경성학교: 사라진 소녀들|꽃보다 처녀귀신|국제시장|해적: 바다로 간 산적|좋은 친구들|표적|명량|친구 2|동창생|스파이|런닝맨|음치 클리닉 |26년|유신의 추억-다카키 마사오의 전성시대|태어나서 미안해|특수본|짐승|마마|페스티발|인플루언스|내 깡패 같은 애인|하녀|자각몽"
공진엽,,,VFX 아티스트,"서복|물괴|협녀, 칼의 기억|제 7기사단|신이 보낸 사람|명량|가시|용의자"
조수민,Su-min Jo,Su-min Jo,VFX 아티스트,여곡성|강철비|보안관|가려진 시간|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|미스터 고|박수건달|회사원|백프로|완벽한 파트너|전우치|마더|박쥐|달콤한 거짓말|달려라 자전거|눈에는 눈 이에는 이|숙명|추격자|마지막 선물|내 사랑|우리 동네|펀치레이디|바르게 살자|브라보 마이 라이프|내 생애 최악의 남자|사랑방 선수와 어머니|아들|가문의 부활 - 가문의 영광3
조상현,CHO Sang-hyun,CHO Sang-hyun,액션/스턴트팀,안시성|조선명탐정: 흡혈괴마의 비밀|1987|택시운전사|1급기밀|궁합|조선명탐정 : 사라진 놉의 딸|명량|네모난원|어깨동무|가문의 영광|투캅스 3|깊은 슬픔|넘버 3|나에게 오라|런어웨이|리허설|테러리스트|가진 것 없소이다|꼭지딴|태권 소년 어니와 마스타 김|소년 황비홍
정지훈,CHEONG Jee Hoon,CHEONG Jee Hoon,작사/작곡/편곡,바람 바람 바람|골든슬럼버|1987|강철비|임금님의 사건수첩|아빠는 딸|조작된 도시|사냥|굿바이 싱글|탐정 홍길동: 사라진 마을|그날의 분위기|도리화가|검은 사제들|간신|명량: 회오리 바다를 향하여|오피스|스물|헬머니|그댄 나의 뱀파이어|명량|가시|완전 소중한 사랑|소녀|감기|타워|점쟁이들|바람과 함께 사라지다|아부의 왕|퍼펙트 게임|장례식의 멤버|핸드폰|전설의 고향|구타유발자들|프랑스 중위의 여자
박준형,,,제작팀,종이 비행기|인천상륙작전|그놈이다|명량: 회오리 바다를 향하여|26년
박준배,,,촬영팀,변산|강남 1970|신의 한 수|명량|찌라시: 위험한 소문|박수건달|가문의 영광5 - 가문의 귀환|강철대오:구국의 철가방|내 아내의 모든 것|범죄와의 전쟁: 나쁜놈들 전성시대|네버엔딩 스토리|퍼펙트 게임|특수본|모비딕|해결사
박종률,,,VFX 아티스트,"백두산|장사리 : 잊혀진 영웅들|물괴|협녀, 칼의 기억|제 7기사단|명량"
전철홍,JEON Cheol-hong,JEON Cheol-hong,시나리오(각본),싱크홀|인랑|표적|명량|군도: 민란의 시대|천군|주먹이 운다(Crying Fist)
전병근,,,VFX 아티스트,서복|인랑|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|조선미녀삼총사|더 테러 라이브|점쟁이들|R2B: 리턴투베이스|푸른소금|모비딕|부당거래|해결사
박장우,,,VFX 아티스트,"서복|물괴|협녀, 칼의 기억|제 7기사단|명량"
장춘섭,"JANG Chun-sup, CHANG Chun-sup","JANG Chun-sup, CHANG Chun-sup",미술/프로덕션 디자인,"감쪽같은 그녀|물괴|재심|당신, 거기 있어줄래요|조선명탐정 : 사라진 놉의 딸|명량|개들의 전쟁|두 개의 달|슈퍼스타|최종병기 활|꼭 껴안고 눈물 핑|핸드폰|어린 왕자|바르게 살자|구타유발자들|가발|신부수업|마지막 늑대|해적 디스코왕 되다|번지점프를 하다|진실을 위하여|그날|무서운 이야기 3 '여우골'"
박수단,,,예고편,"오! 문희|협상|탐정: 리턴즈|비밥바룰라|남한산성|아빠는 딸|조작된 도시|궁합|우리 연애의 이력|극적인 하룻밤|도리화가|탐정 : 더 비기닝|협녀, 칼의 기억|미쓰 와이프|순수의 시대|오늘의 연애|워킹걸|쥬로링 동물탐정 극장판|국제시장|덕수리 5형제|님아, 그 강을 건너지 마오|맨홀|해적: 바다로 간 산적|소수의견|내 연애의 기억|극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!|명량|무명인|방황하는 칼날|수상한 그녀|플랜맨|캐치미|결혼전야|톱스타|세계일주|조난자들|더 웹툰: 예고살인|마이 라띠마|길위에서|미나문방구|남쪽으로 튀어|나의 PS 파트너 |위대한 비행|공모자들|나는 왕이로소이다|두 개의 달|아부의 왕|코알라 키드 : 영웅의 탄생|오싹한 연애|티끌모아 로맨스|최종병기 활|수상한 고객들|오빠가 돌아왔다|무산일기|파수꾼|아이들...|평양성|방가? 방가!|마음이2|이끼|무법자|구르믈 버서난 달처럼|비밀애|용서는 없다|걸프렌즈|백야행|여행자|불신지옥|10억|킹콩을 들다|여고괴담 5|거북이 달린다|마린보이|나는 행복합니다|똥파리|무서운 이야기 3 : 화성에서 온 소녀|무서운 이야기"
임승배,,,특수효과팀,"허스토리|침묵|남한산성|왕을 참하라|루시드 드림|당신, 거기 있어줄래요|그랜드파더|국가대표 2|부산행|사냥|시간이탈자|날, 보러와요|널 기다리며|나를 잊지 말아요|내부자들|그놈이다|성난 변호사|간신|악의 연대기|순수의 시대|라이브 TV|소셜포비아|오늘의 연애|상의원|빅매치|제보자|두근두근 내 인생|터널 3D|경주|도희야|야간비행|명량|열한시|밤의 여왕|더 테러 라이브|은밀하게 위대하게|남자사용설명서|타워|나의 PS 파트너 |백야|늑대소년|광해, 왕이 된 남자|공모자들|내 아내의 모든 것|시체가 돌아왔다|코리아|페이스메이커|원더풀 라디오|티끌모아 로맨스|챔프|치킨게임|무서운 이야기 3 '여우골'|무서운 이야기 3 '로드레이지'|너를 봤어|무서운 이야기 '앰뷸런스'"
류소담,,,제작팀,백두산|7년의 밤|사냥|탐정 : 더 비기닝|악의 연대기|순수의 시대|명량|챔프
남희현,,,제작팀,백두산|신과함께-인과 연|신과함께-죄와 벌|부산행|사냥|성난 변호사|나의 독재자|명량|복숭아나무|내 아내의 모든 것|헤드|포화속으로
옥광희,,,프로듀서,오! 문희|버닝|터널|그놈이다|명량: 회오리 바다를 향하여|제보자|감시자들|내 아내의 모든 것
김혜림,,,VFX 아티스트,반도|천문: 하늘에 묻는다|완벽한 타인|인랑|7년의 밤|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|사냥|탐정 홍길동: 사라진 마을|타이밍|연평해전|명량
김현중,,,배우,공작|국제시장|명량|지구에서 사는 법
류승룡,RYU Seung-ryong,RYU Seung-ryong,배우,"장르만 로맨스|비광|정가네 목장(가제)|인생은 아름다워|자산어보|극한직업|7년의 밤|염력|제5열|서울역|도리화가|손님|리오 2|표적|명량|캡틴 하록|7번방의 선물|가디언즈|광해, 왕이 된 남자|내 아내의 모든 것|사랑오감|최종병기 활 감독확장판|최종병기 활|고지전|지구대표 롤링스타즈|아이들...|평양성|퀴즈왕|베스트셀러|된장|시크릿|불신지옥|열한번째 엄마|황진이|고마운 사람|다섯 개의 시선"
김현수,,,VFX 아티스트,"7년의 밤|강철비|장산범|트릭|날, 보러와요|명량|도둑들|무서운 이야기 2 '절벽'"
김태한,,,VFX 아티스트,싱크홀|기적|조제|자산어보|강철비2: 정상회담|물괴|사냥|탐정 홍길동: 사라진 마을|연평해전|명량
안기현,,,광고대행,배반의 장미|봉이 김선달|아가씨|탐정 홍길동: 사라진 마을|비밀은 없다|시간이탈자|좋아해줘|나를 잊지 말아요|히말라야|뽀로로 극장판 컴퓨터 왕국 대모험|도리화가|돌연변이|성난 변호사|은밀한 유혹|악의 연대기|검은손|순수의 시대|베테랑|손님|장수상회|쎄시봉|오늘의 연애|국제시장|정글히어로|마담 뺑덕|황제를 위하여|우는 남자|소수의견|아빠를 빌려드립니다|명량|비정한 도시 감독판
신윤정,,,VFX 아티스트,"물괴|1987|협녀, 칼의 기억|제 7기사단|명량|R2B: 리턴투베이스|점박이:한반도의 공룡3D|푸른소금|모비딕|부당거래|해결사"
김지홍,KIM Ji-hong,KIM Ji-hong,프로듀서,신과함께-인과 연|증거불충분|명량: 회오리 바다를 향하여|코알라|최종병기 활|인플루언스|애자|세븐 데이즈|눈부신 날에|파랑주의보|잠복근무|아이들은 잠시 외출했을 뿐이다
이진복,,,라인프로듀서,원더풀 고스트|강철비|덕혜옹주|사냥|그날의 분위기|나를 잊지 말아요|조선마술사|히말라야|특종: 량첸살인기|살인의뢰|패션왕|나의 독재자|표적|명량|스톤|멜로|그녀에게|진주는 공부중
이정문,,,VFX 아티스트,서복|안시성|바람 바람 바람|곤지암|기억의 밤|범죄도시|군함도|사랑하기 때문에|판도라|밀정|올레|터널|국가대표 2|엽기적인 그녀 2|섬. 사라진 사람들|번개맨|더 폰|마돈나|나의 절친 악당들|명량|끝까지 간다|치킨게임
이재범,,,VFX 아티스트,싱크홀|방법: 재차의|인랑|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스
이은영,,,VFX 아티스트,윤희에게|인랑|물괴|특별시민|가려진 시간|부산행|사냥|탐정 홍길동: 사라진 마을|연평해전|명량|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스|푸른소금|모비딕|심장이 뛴다|부당거래|해결사|무서운 이야기 2 '절벽'
이승훈,LEE Seung-hoon,LEE Seung-hoon,VFX 매니지먼트,"기적|국가부도의 날|협상|안시성|미옥|남한산성|박열|공조|목숨 건 연애|판도라|형|밀정|국가대표 2|부산행|아가씨|지렁이|럭키|검사외전|대호|어떤살인|성난 변호사|뷰티 인사이드|베테랑|무뢰한|스물|헬머니|국제시장|빅매치|1789, 바스티유의 연인들|명량|의궤, 8일간의 축제 3D|조선미녀삼총사|더 테러 라이브|배꼽|점쟁이들|적과의 동침|달빛 길어올리기|아이들...|페스티발|초능력자|무적자|악마를 보았다|아저씨|패밀리마트|4요일: 자살을 부르는 요일|미쓰 홍당무|눈에는 눈 이에는 이|좋은 놈, 나쁜 놈, 이상한 놈 |가루지기|트럭|허밍|궁녀|권순분여사 납치사건|기담|1번가의 기적|최강로맨스|우아한 세계|마강호텔|아랑|원더풀 데이즈|엽기적인 그녀"
김재철,,,배우,리메인|성난황소|7년의 밤|목격자|국제시장|명량|끝까지 간다|바람
이동진,,,VFX 아티스트,모가디슈|반도|천문: 하늘에 묻는다|백두산|물괴|리얼|탐정 홍길동: 사라진 마을|연평해전|명량|조선미녀삼총사|더 테러 라이브|백프로|무서운 이야기 2 '절벽'
이동우,,,VFX 아티스트,반도|완벽한 타인|7년의 밤|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|아가씨|럭키|검사외전|대호|뷰티 인사이드|암살|베테랑|무뢰한|스물|빅매치|명량|끝까지 간다|자각몽
이경민,,,제작회계,탐정: 리턴즈|임금님의 사건수첩|사냥|명량: 회오리 바다를 향하여
서성광,SEO Seong-kwang,SEO Seong-kwang,배우,담보|아들에게 가는 길|명량
강태균,KANG Tae-kyun,KANG Tae-kyun,VFX 슈퍼바이저,"메이드 인 루프탑|다만 악에서 구하소서|특별시민|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량: 회오리 바다를 향하여|성실한 나라의 앨리스|명량|더 테러 라이브|R2B: 리턴투베이스|푸른소금|모비딕|심장이 뛴다|이파네마 소년|부당거래|죽이고 싶은|핸드폰|중천|마음이...|한반도|귀신이 산다|슈퍼스타 감사용|돌려차기|달마야, 서울 가자|효자동 이발사|해피 에로 크리스마스|영어완전정복|4인용 식탁|여고괴담 세번째 이야기: 여우계단|품행제로|진실을 위하여|무서운 이야기 2 '절벽'"
권민경,,,VFX 아티스트,기적|백두산|탐정 홍길동: 사라진 마을|해어화|시간이탈자|히야|검은 사제들|그놈이다|살인의뢰|터널 3D|해적: 바다로 간 산적|명량|관상|타워|도둑들|가비|점박이:한반도의 공룡3D|페이스메이커|최종병기 활|고지전|모비딕|고死 : 피의 중간고사|슈퍼맨이었던 사나이|몬스터|인류멸망 보고서
김민기,KIM Min-ki,KIM Min-ki,제작,순수의 시대|맨홀|명량|7번방의 선물|챔프|마음이2|핸드폰|두 얼굴의 여친|이브의 유혹 - 그녀만의 테크닉|이브의 유혹 - 키스|이브의 유혹 - 좋은아내|이브의 유혹 - 엔젤|최강로맨스|마음이...|스승의 은혜|령|영어완전정복|첫사랑 사수 궐기 대회|죽어도 좋아|좋은사람있으면 소개시켜줘|아이언 팜|아프리카|하면 된다
강성훈,KANG Sung-hoon,KANG Sung-hoon,액션/스턴트팀,"명량|깡철이|미스터 고|챔프|심장이 뛴다|김복남 살인사건의 전말|고死 두 번째 이야기: 교생실습|마음이2|노르웨이의 숲|주유소 습격사건 2|걸프렌즈|인사동 스캔들|마이 뉴 파트너|마이 파더|화려한 휴가|좋지 아니한가|마음이...|아이스케키|내 머리 속의 지우개|빈집|우리 형|돌려차기|그놈은 멋있었다|나두야 간다|마지막 늑대|아홉살 인생|쓰리, 몬스터 '컷'|말죽거리 잔혹사|해피 에로 크리스마스|황산벌|똥개|오! 해피데이|동갑내기 과외하기|클래식|품행제로"
김연호,KIM Yeon-ho,KIM Yeon-ho,프로듀서,반도|염력|부산행|순수의 시대|명량|고양이: 죽음을 보는 두 개의 눈|의형제|서양 골동 양과자점 앤티크|숨|전설의 고향|새드무비|역도산|별 모양의 얼룩|무서운 이야기|무서운 이야기 '콩쥐 팥쥐'
전우형,JEON U-hyeong,JEON U-hyeong,프로듀서,"뜨거운 피|중독노래방|덕혜옹주|나를 잊지 말아요|공사중|명량|바람과 함께 사라지다|의뢰인|최종병기 활|퀵|혜화, 동|비스티 보이즈|슈퍼맨이었던 사나이|수|올드미스다이어리|지난 여름, 갑자기|판타스틱 자살소동"
최민혁,CHOI Min-hyuk,CHOI Min-hyuk,VFX 아티스트,슈퍼 프렌즈|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|역린|명량|방황하는 칼날|동창생|히어로|관상|뽀로로 극장판 슈퍼썰매 대모험|타워|도둑들|가비|페이스메이커|마이 웨이|최종병기 활|고지전|퀵|달빛 길어올리기|평양성|페스티발|무적자|인플루언스|악마를 보았다|아저씨|방자전|비밀애|호우시절|국가대표|마린보이|날아라 펭귄|김씨표류기
김은경,,,VFX 매니지먼트,신과함께-죄와 벌|기억의 밤|미옥|침묵|대장 김창수|남한산성|범죄도시|브이아이피|특별시민|리얼|재심|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|사도|제 7기사단|명량|용의자|더 테러 라이브|분노의 윤리학|늑대소년|R2B: 리턴투베이스|나는 왕이로소이다|바람과 함께 사라지다|아부의 왕|후궁 : 제왕의 첩|특수본|무서운 이야기 2 '절벽'
김영대,,,소품,군함도|인천상륙작전|서부전선|국제시장|명량|미스터 고|세계일주
곽명희,KWAK Myoung-hee,KWAK Myoung-hee,세트미술팀,"1987|재심|당신, 거기 있어줄래요|판도라|터널|서부전선|사도|장수상회|강남 1970|개를 훔치는 완벽한 방법|슬로우 비디오|해적: 바다로 간 산적|명량|하이힐|찌라시: 위험한 소문|열한시|결혼전야|은밀하게 위대하게|미나문방구|런닝맨|26년|강철대오:구국의 철가방|점쟁이들|내 아내의 모든 것|시체가 돌아왔다|가비|하울링|평양성|불량남녀|구르믈 버서난 달처럼|굿모닝 프레지던트|님은 먼 곳에|펀치레이디|브라보 마이 라이프|사랑방 선수와 어머니|구미호 가족|피터팬의 공식|왕의 남자"
이태호,,,광고대행,1987|쎄시봉|두근두근 내 인생|명량
민경수,,,VFX 매니지먼트,특별시민|재심|가려진 시간|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|더 테러 라이브|R2B: 리턴투베이스|푸른소금|모비딕|심장이 뛴다|부당거래|무서운 이야기 2 '절벽'
정인권,,,VFX 아티스트,"강철비2: 정상회담|힘을 내요, 미스터 리|1987|신과함께-죄와 벌|리얼|서부전선|명량|끝까지 간다"
장혜리,Jang hae ri,Jang hae ri,VFX 아티스트,기적|강철비|보안관|사냥|탐정 홍길동: 사라진 마을|설지|연평해전|명량|우아한 거짓말|관능의 법칙|피끓는 청춘|응징자|톱스타|깡철이|미스체인지|뫼비우스|뜨거운 안녕|파파로티|신의 선물|더 웹툰: 예고살인|미나문방구|전설의 주먹|사이코메트리|반창꼬|차이나 블루|청포도 사탕: 17년 전의 약속|피에타|공모자들|간기남|파파|너는 펫|Mr.아이돌|오직 그대만|최종병기 활|고지전|마마|오빠가 돌아왔다|인류멸망 보고서
김장희,,,VFX 매니지먼트,특별시민|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|해운대
한동호,Han Dong-ho,Han Dong-ho,VFX 아티스트,넛잡 2|퇴마: 무녀굴|연평해전|명량|조선미녀삼총사|더 테러 라이브|수목장|백프로|완벽한 파트너|전우치|여배우들|마더|박쥐|디워|런투유(RUN 2 U)
이정현,LEE Jung-hyun,LEE Jung-hyun,배우,헤어질 결심|반도|리미트|죽지않는 인간들의 밤|두번할까요|여배우는 오늘도|군함도|군함도 감독판|스플릿|성실한 나라의 앨리스|명량|범죄소년|하피|침향|마리아와 여인숙|꽃잎|파란만장
이강산,,,광고대행,남한산성|군함도|리얼|인천상륙작전|아가씨|탐정 홍길동: 사라진 마을|비밀은 없다|시간이탈자|성난 변호사|탐정 : 더 비기닝|은밀한 유혹|손님|장수상회|쎄시봉|두근두근 내 인생|명량
최수희,,,광고대행,"군함도|하루|임금님의 사건수첩|조작된 도시|공조|형|고산자, 대동여지도|아가씨|탐정 홍길동: 사라진 마을|오늘의 연애|마담 뺑덕|우는 남자|명량|방황하는 칼날|수상한 그녀"
김선미,,,홍보/마케팅 진행,"특별시민|임금님의 사건수첩|조작된 도시|공조|마스터|가려진 시간|고산자, 대동여지도|인천상륙작전|아가씨|곡성|비밀은 없다|오빠생각|나를 잊지 말아요|열정같은소리하고있네|도리화가|검은 사제들|특종: 량첸살인기|성난 변호사|미쓰 와이프|베테랑|장수상회|허삼관|패션왕|나의 독재자|두근두근 내 인생|황제를 위하여|명량|끝까지 간다|우아한 거짓말|찌라시: 위험한 소문|용의자|변호인|화이: 괴물을 삼킨 아이|깡철이|미스터 고|감시자들|파파로티|런닝맨|뒷담화: 감독이 미쳤어요|마이 리틀 히어로|반창꼬|광해, 왕이 된 남자|바람과 함께 사라지다|도둑들|내 아내의 모든 것|시체가 돌아왔다|코리아|러브픽션|원더풀 라디오|완득이|고양이: 죽음을 보는 두 개의 눈"
김미혜,,,의상팀,더 킹|비밀은 없다|해어화|조선마술사|베테랑|명량
김미정,,,온라인마케팅,원라인|특별수사: 사형수의 편지|오빠생각|뽀로로 극장판 컴퓨터 왕국 대모험|연평해전|명량: 회오리 바다를 향하여|스물|허삼관|더 테너 리리코 스핀토|목숨|빅매치|패션왕|나의 사랑 나의 신부|정글히어로|인간중독|변호인|뫼비우스|숨바꼭질|몽타주|무게|신세계|뽀로로 극장판 슈퍼썰매 대모험
김광현,,,광고대행,로마의 휴일|귀향|좋아해줘|나를 잊지 말아요|히말라야|뽀로로 극장판 컴퓨터 왕국 대모험|도리화가|돌연변이|성난 변호사|은밀한 유혹|악의 연대기|검은손|순수의 시대|베테랑|손님|장수상회|쎄시봉|오늘의 연애|국제시장|마담 뺑덕|정글히어로|황제를 위하여|우는 남자|소수의견|아빠를 빌려드립니다|명량
황승렬,,,VFX 아티스트,사랑하기 때문에|올레|터널|엽기적인 그녀 2|섬. 사라진 사람들|번개맨|더 폰|마돈나|나의 절친 악당들|명량|끝까지 간다|치킨게임
박대현,,,특수분장,채비|유리정원|명량|음란서생
허영탁,,,VFX 아티스트,서복|특별시민|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|더 테러 라이브
이석제,,,조명팀,"중독노래방|파파좀비|대배우|명량: 회오리 바다를 향하여|살인의뢰|강남 1970|제보자|명량|끝까지 간다|동창생|코알라|내가 살인범이다|다슬이|최종병기 활|사랑한다, 사랑하지 않는다|짐승의 끝|황해|열한번째 엄마|도레미파솔라시도|맨발의 기봉이|미스터 소크라테스|진실을 위하여"
이무주,,,특수효과팀,"루시드 드림|당신, 거기 있어줄래요|그랜드파더|국가대표 2|부산행|순정|나를 잊지 말아요|특종: 량첸살인기|악의 연대기|순수의 시대|라이브 TV|성실한 나라의 앨리스|따라지 : 비열한 거리|소셜포비아|상의원|빅매치|제보자|두근두근 내 인생|터널 3D|경주|도희야|야간비행|명량|열한시|더 테러 라이브|은밀하게 위대하게|무서운 이야기 3 '여우골'|무서운 이야기 3 '로드레이지'|너를 봤어"
이도형,,,VFX 매니지먼트,특별시민|재심|가려진 시간|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|더 테러 라이브|R2B: 리턴투베이스|푸른소금|모비딕|심장이 뛴다|부당거래|해결사|무서운 이야기 2 '절벽'
최동규,,,VFX 아티스트,"특별시민|우리는 형제입니다|좀비스쿨|명량|의궤, 8일간의 축제 3D|도둑들|연가시|퍼펙트 게임|죽이고 싶은|좋은 놈, 나쁜 놈, 이상한 놈 |권순분여사 납치사건|황진이|1번가의 기적|중천|한반도|무서운 이야기 2 '절벽'"
윤찬미,,,VFX 아티스트,"특별시민|명량|의궤, 8일간의 축제 3D|연가시|퍼펙트 게임|무서운 이야기 2 '절벽'"
유인식,,,VFX 아티스트,"기적|살인자의 기억법|혼숨|미씽: 사라진 여자|특별수사: 사형수의 편지|해어화|널 기다리며|히야|남과 여|어떤살인|위험한 상견례 2|헬머니|국제시장|명량|의궤, 8일간의 축제 3D|조선미녀삼총사|더 테러 라이브"
유명환,,,배우,대립군|명량
주아영,,,스크립터,특별시민|프리즌|탐정 홍길동: 사라진 마을|명량|퍼펙트 게임
조희연,,,홍보/마케팅 진행,"청년경찰|석조저택 살인사건|루시드 드림|스플릿|올레|덕혜옹주|굿바이 싱글|특별수사: 사형수의 편지|엽기적인 그녀 2|순정|로봇, 소리|그놈이다|탐정 : 더 비기닝|뷰티 인사이드|명량: 회오리 바다를 향하여|오피스|쓰리 썸머 나잇|극비수사|내 심장을 쏴라"
안형곤,,,특수분장,악녀|조작된 도시|판도라|사냥|돌연변이|암살|오피스|화장|명량|더 파이브|전설의 주먹|하녀|작은 연못|전우치|궁녀|밀양|오래된 정원|중천|타짜|아파트|아랑|비열한 거리
안태운,,,라인프로듀서,특별시민|부산행|사냥|성난 변호사|순수의 시대|해무(海霧)|명량|용의자|퍼펙트 게임|고양이: 죽음을 보는 두 개의 눈|도르래|별 모양의 얼룩|무서운 이야기 '앰뷸런스'|무서운 이야기 '콩쥐 팥쥐'
안정연,,,온라인마케팅,"그래, 가족|사랑하기 때문에|서울역|부산행|오빠생각|연평해전|명량: 회오리 바다를 향하여|노브레싱|뜨거운 안녕|후궁 : 제왕의 첩|은교|건축학개론|결정적 한방|카운트다운|체포왕"
조기우,,,액션/스턴트팀,중독노래방|역린|명량|친구 2|잉투기|박수건달|26년
신정민,SHIN Jung-min,SHIN Jung-min,DI팀,"우리들|탐정 홍길동: 사라진 마을|눈길|동주|은밀한 유혹|프랑스 영화처럼|위로공단|마담 뺑덕|해무(海霧)|우는 남자|표적|안녕, 투이|명량|이쁜 것들이 되어라|한공주|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|배우는 배우다|감기|설국열차|감시자들|몽타주|고령화 가족|공범|환상속의 그대|런닝맨|뒷담화: 감독이 미쳤어요|베를린|마이 리틀 히어로|타워|나의 PS 파트너 |26년|늑대소년|용의자X|광해, 왕이 된 남자|R2B: 리턴투베이스|5백만불의 사나이|미쓰GO|차형사|내 아내의 모든 것|시체가 돌아왔다|코리아|화차|마이 웨이|오싹한 연애|특수본|티끌모아 로맨스|커플즈|오늘|완득이|오직 그대만|흉터|카운트다운|도가니|푸른소금|최종병기 활|퀵|써니|체포왕|수상한 고객들|로맨틱 헤븐|서유기 리턴즈|평양성|심장이 뛴다|헬로우 고스트|젓가락|부당거래|악마를 보았다|아저씨|이끼|방자전|내 남자의 순이|내 깡패 같은 애인|시|베스트셀러|구르믈 버서난 달처럼|의형제|전우치|여배우들|치킨게임"
신은혜,,,광고대행,"하루|임금님의 사건수첩|조작된 도시|공조|마스터|형|아수라|고산자, 대동여지도|탐정 홍길동: 사라진 마을|시간이탈자|성난 변호사|탐정 : 더 비기닝|은밀한 유혹|악의 연대기|장수상회|쎄시봉|두근두근 내 인생|우는 남자|표적|명량|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|블랙 가스펠|깡철이|공범|스파이"
정병욱,JEONG Byeong-wuk,JEONG Byeong-wuk,프로듀서,특별시민|명량|화이트: 저주의 멜로디|내 사랑 내 곁에|걸스카우트|극락도 살인사건|거짓말
서승민,,,VFX 아티스트,사랑하기 때문에|올레|터널|엽기적인 그녀 2|섬. 사라진 사람들|번개맨|더 폰|마돈나|나의 절친 악당들|명량|끝까지 간다|미스터 고|멜로|노크|26년|우리에게 떡볶이를 먹을 권리가 있다|치킨게임
박현신,PARK Hyun-sin,PARK Hyun-sin,VFX 매니지먼트,살인자의 기억법|혼숨|미씽: 사라진 여자|특별수사: 사형수의 편지|해어화|널 기다리며|히야|남과 여|어떤살인|위험한 상견례 2|스피드|헬머니|국제시장|명량|배꼽|4요일: 자살을 부르는 요일|미쓰 홍당무|외톨이|아기와 나|달려라 자전거|숙명|추격자|경축! 우리사랑|마지막 선물|내 사랑|우리 동네|브라보 마이 라이프|내 생애 최악의 남자|사랑방 선수와 어머니|아들|가문의 부활 - 가문의 영광3
박윤서,,,조감독,특별시민|사냥|명량|퍼펙트 게임|최종병기 활|짐승|나탈리|불신지옥
정세교,JUNG Se-kyo,JUNG Se-kyo,감독,오! 문희|명량: 회오리 바다를 향하여|퍼펙트 게임|최종병기 활|인플루언스|애자|아버지와 마리와 나|밤과 낮|마강호텔|8월의 일요일들|다섯은 너무 많아|누구나 비밀은 있다|파이란
